text,emotion,confidence_score
this opportunity doesn't affect me much.,neutral,0.7927365303039551
this challenge doesn't affect me much.,neutral,0.7578262686729431
these changes happened as expected.,neutral,0.7864741683006287
this song is just normal.,neutral,0.8698626160621643
I'm head over heels for this challenge!,neutral,0.4474310278892517
There's nothing special about the weather.,neutral,0.8507704734802246
the future happened as expected.,neutral,0.6573160290718079
There's nothing special about my relationship.,neutral,0.7841355800628662
This my health is quite ordinary.,neutral,0.5282350778579712
This my job is quite ordinary.,neutral,0.4683661460876465
There's nothing special about my job.,neutral,0.6119499802589417
this discovery is just normal.,neutral,0.7667030096054077
There's nothing special about this moment.,neutral,0.6586812734603882
the future happened as expected.,neutral,0.6573160290718079
There's nothing special about my friends.,neutral,0.7734394073486328
this gift doesn't affect me much.,neutral,0.7761996984481812
this song doesn't affect me much.,neutral,0.5537134408950806
This the future is neither good nor bad.,neutral,0.5236170291900635
the news doesn't affect me much.,neutral,0.44698721170425415
this challenge doesn't affect me much.,neutral,0.7578262686729431
the weather doesn't affect me much.,neutral,0.6068699955940247
There's nothing special about this moment.,neutral,0.6586812734603882
this moment is just normal.,neutral,0.8454440832138062
This this song is quite ordinary.,neutral,0.4080360233783722
this discovery doesn't affect me much.,neutral,0.8208945393562317
There's nothing special about this conversation.,neutral,0.8214451670646667
this moment doesn't affect me much.,neutral,0.8145259618759155
this moment doesn't affect me much.,neutral,0.8145259618759155
There's nothing special about this song.,neutral,0.641001284122467
this gift doesn't affect me much.,neutral,0.7761996984481812
I'm thinking about the news.,neutral,0.5503833889961243
There's nothing special about this decision.,neutral,0.8285106420516968
these changes doesn't affect me much.,neutral,0.8298839330673218
This the news is quite ordinary.,neutral,0.5057480931282043
this conversation doesn't affect me much.,neutral,0.8832718133926392
This my health is quite ordinary.,neutral,0.5282350778579712
this book is just normal.,neutral,0.9362947940826416
the future is just normal.,neutral,0.9267918467521667
I'm head over heels for this achievement!,neutral,0.2971092760562897
the weather happened as expected.,neutral,0.4127535820007324
this failure is just normal.,neutral,0.46977633237838745
the past happened as expected.,neutral,0.7903547286987305
There's nothing special about this situation.,neutral,0.7989336848258972
There's nothing special about this movie.,neutral,0.5144524574279785
the future doesn't affect me much.,neutral,0.826040506362915
There's nothing special about the future.,neutral,0.9375726580619812
I'm head over heels for this challenge!,neutral,0.4474310278892517
I'm thinking about these changes.,neutral,0.8334382772445679
There's nothing special about this discovery.,neutral,0.7010298371315002
This this decision is quite ordinary.,neutral,0.5496832728385925
There's nothing special about this situation.,neutral,0.7989336848258972
This the past is quite ordinary.,neutral,0.835826575756073
There's nothing special about this decision.,neutral,0.8285106420516968
this movie happened as expected.,neutral,0.43602561950683594
this food is just normal.,neutral,0.9313912391662598
There's nothing special about this book.,neutral,0.6643646955490112
this achievement is just normal.,neutral,0.7816938161849976
my friends is just normal.,neutral,0.5674495697021484
There's nothing special about this challenge.,neutral,0.8807106018066406
this event is just normal.,neutral,0.901007890701294
There's nothing special about these changes.,neutral,0.8077390789985657
I'm thinking about the past.,neutral,0.8611549735069275
this conversation happened as expected.,neutral,0.7111818790435791
I'm thinking about this conversation.,neutral,0.6738168001174927
this achievement doesn't affect me much.,neutral,0.7488043308258057
the future happened as expected.,neutral,0.6573160290718079
This this challenge is quite ordinary.,neutral,0.5272675156593323
this decision happened as expected.,neutral,0.655677318572998
This the news is quite ordinary.,neutral,0.5057480931282043
This my relationship is quite ordinary.,neutral,0.6788064241409302
this gift is just normal.,neutral,0.7440109848976135
There's nothing special about this failure.,neutral,0.47661006450653076
this challenge is just normal.,neutral,0.9244254231452942
this event is just normal.,neutral,0.901007890701294
the future happened as expected.,neutral,0.6573160290718079
I'm thinking about this memory.,neutral,0.7323592901229858
There's nothing special about my relationship.,neutral,0.7841355800628662
this situation happened as expected.,neutral,0.6912931203842163
There's nothing special about this place.,neutral,0.6064022779464722
There's nothing special about my finances.,neutral,0.8807000517845154
This the news is neither good nor bad.,neutral,0.424945205450058
this realization doesn't affect me much.,neutral,0.46852874755859375
this memory is just normal.,neutral,0.9350992441177368
There's nothing special about this opportunity.,neutral,0.6676506400108337
this event doesn't affect me much.,neutral,0.6762285828590393
There's nothing special about this discovery.,neutral,0.7010298371315002
There's nothing special about the weather.,neutral,0.8507704734802246
I'm thinking about this moment.,neutral,0.4406317174434662
I'm thinking about this failure.,neutral,0.38329121470451355
this movie doesn't affect me much.,neutral,0.56978440284729
There's nothing special about this memory.,neutral,0.7845557928085327
this achievement is just normal.,neutral,0.7816938161849976
this opportunity doesn't affect me much.,neutral,0.7927365303039551
this realization is just normal.,neutral,0.5590007305145264
this gift doesn't affect me much.,neutral,0.7761996984481812
this challenge is just normal.,neutral,0.9244254231452942
There's nothing special about the future.,neutral,0.9375726580619812
these changes happened as expected.,neutral,0.7864741683006287
This this decision is quite ordinary.,neutral,0.5496832728385925
the weather happened as expected.,neutral,0.4127535820007324
the future is just normal.,neutral,0.9267918467521667
I'm thinking about the past.,neutral,0.8611549735069275
this memory is just normal.,neutral,0.9350992441177368
There's nothing special about my job.,neutral,0.6119499802589417
this food happened as expected.,neutral,0.711708128452301
the weather doesn't affect me much.,neutral,0.6068699955940247
the weather is just normal.,neutral,0.7960291504859924
There's nothing special about this failure.,neutral,0.47661006450653076
these changes happened as expected.,neutral,0.7864741683006287
this challenge doesn't affect me much.,neutral,0.7578262686729431
There's nothing special about this achievement.,neutral,0.5954958200454712
This this decision is quite ordinary.,neutral,0.5496832728385925
This this situation is quite ordinary.,neutral,0.6678784489631653
I noticed the past today.,neutral,0.6500413417816162
There's nothing special about this conversation.,neutral,0.8214451670646667
my friends is just normal.,neutral,0.5674495697021484
This the news is neither good nor bad.,neutral,0.424945205450058
There's nothing special about this song.,neutral,0.641001284122467
this gift doesn't affect me much.,neutral,0.7761996984481812
this discovery doesn't affect me much.,neutral,0.8208945393562317
this realization doesn't affect me much.,neutral,0.46852874755859375
I'm thinking about my friends.,neutral,0.46817559003829956
I'm head over heels for this achievement!,neutral,0.2971092760562897
There's nothing special about this opportunity.,neutral,0.6676506400108337
this realization doesn't affect me much.,neutral,0.46852874755859375
this book doesn't affect me much.,neutral,0.4855607748031616
this memory happened as expected.,neutral,0.7180864214897156
this situation is just normal.,neutral,0.9101191163063049
this moment doesn't affect me much.,neutral,0.8145259618759155
this achievement is just normal.,neutral,0.7816938161849976
There's nothing special about the news.,neutral,0.8679236769676208
This this song is quite ordinary.,neutral,0.4080360233783722
this movie is just normal.,neutral,0.900551438331604
There's nothing special about these changes.,neutral,0.8077390789985657
this conversation is just normal.,neutral,0.9568950533866882
I'm thinking about this moment.,neutral,0.4406317174434662
the future doesn't affect me much.,neutral,0.826040506362915
this book doesn't affect me much.,neutral,0.4855607748031616
this discovery is just normal.,neutral,0.7667030096054077
this decision is just normal.,neutral,0.9294841289520264
There's nothing special about this conversation.,neutral,0.8214451670646667
This this food is quite ordinary.,neutral,0.6048673987388611
There's nothing special about this place.,neutral,0.6064022779464722
the weather happened as expected.,neutral,0.4127535820007324
this memory is just normal.,neutral,0.9350992441177368
I noticed this food today.,neutral,0.5564126968383789
this decision is just normal.,neutral,0.9294841289520264
I noticed the past today.,neutral,0.6500413417816162
I noticed this food today.,neutral,0.5564126968383789
this movie is just normal.,neutral,0.900551438331604
this achievement doesn't affect me much.,neutral,0.7488043308258057
these changes doesn't affect me much.,neutral,0.8298839330673218
this gift doesn't affect me much.,neutral,0.7761996984481812
I'm thinking about this failure.,neutral,0.38329121470451355
this memory doesn't affect me much.,neutral,0.8622136116027832
this movie happened as expected.,neutral,0.43602561950683594
this conversation happened as expected.,neutral,0.7111818790435791
This this conversation is quite ordinary.,neutral,0.6551217436790466
There's nothing special about this challenge.,neutral,0.8807106018066406
There's nothing special about my friends.,neutral,0.7734394073486328
the future is just normal.,neutral,0.9267918467521667
This the future is neither good nor bad.,neutral,0.5236170291900635
There's nothing special about this discovery.,neutral,0.7010298371315002
This my health is quite ordinary.,neutral,0.5282350778579712
the future happened as expected.,neutral,0.6573160290718079
this challenge doesn't affect me much.,neutral,0.7578262686729431
There's nothing special about my job.,neutral,0.6119499802589417
There's nothing special about this gift.,neutral,0.6746363639831543
This my relationship is quite ordinary.,neutral,0.6788064241409302
this situation doesn't affect me much.,neutral,0.8061620593070984
these changes happened as expected.,neutral,0.7864741683006287
the weather happened as expected.,neutral,0.4127535820007324
There's nothing special about this place.,neutral,0.6064022779464722
This the future is quite ordinary.,neutral,0.6913420557975769
This my job is quite ordinary.,neutral,0.4683661460876465
I'm thinking about the weather.,neutral,0.7404593229293823
this realization is just normal.,neutral,0.5590007305145264
this discovery doesn't affect me much.,neutral,0.8208945393562317
this memory doesn't affect me much.,neutral,0.8622136116027832
There's nothing special about this event.,neutral,0.7581803798675537
I'm thinking about this situation.,neutral,0.398027628660202
I'm thinking about this conversation.,neutral,0.6738168001174927
the past doesn't affect me much.,neutral,0.7585788369178772
this failure is just normal.,neutral,0.46977633237838745
There's nothing special about my finances.,neutral,0.8807000517845154
This the weather is neither good nor bad.,neutral,0.6381794810295105
these changes doesn't affect me much.,neutral,0.8298839330673218
the past is just normal.,neutral,0.9103457927703857
I noticed the past today.,neutral,0.6500413417816162
There's nothing special about this situation.,neutral,0.7989336848258972
This the weather is neither good nor bad.,neutral,0.6381794810295105
this realization is just normal.,neutral,0.5590007305145264
this discovery doesn't affect me much.,neutral,0.8208945393562317
this decision happened as expected.,neutral,0.655677318572998
these changes happened as expected.,neutral,0.7864741683006287
this achievement is just normal.,neutral,0.7816938161849976
this challenge is just normal.,neutral,0.9244254231452942
I noticed this food today.,neutral,0.5564126968383789
There's nothing special about this discovery.,neutral,0.7010298371315002
I noticed the past today.,neutral,0.6500413417816162
There's nothing special about the weather.,neutral,0.8507704734802246
There's nothing special about my finances.,neutral,0.8807000517845154
This the future is neither good nor bad.,neutral,0.5236170291900635
This the weather is quite ordinary.,neutral,0.5941120386123657
this memory happened as expected.,neutral,0.7180864214897156
This the news is neither good nor bad.,neutral,0.424945205450058
There's nothing special about this situation.,neutral,0.7989336848258972
I noticed this food today.,neutral,0.5564126968383789
this memory is just normal.,neutral,0.9350992441177368
I noticed the past today.,neutral,0.6500413417816162
There's nothing special about this song.,neutral,0.641001284122467
this challenge doesn't affect me much.,neutral,0.7578262686729431
the news is just normal.,neutral,0.7002689242362976
this gift doesn't affect me much.,neutral,0.7761996984481812
these changes doesn't affect me much.,neutral,0.8298839330673218
this opportunity doesn't affect me much.,neutral,0.7927365303039551
There's nothing special about the weather.,neutral,0.8507704734802246
This my relationship is quite ordinary.,neutral,0.6788064241409302
this discovery is just normal.,neutral,0.7667030096054077
This this song is quite ordinary.,neutral,0.4080360233783722
There's nothing special about my finances.,neutral,0.8807000517845154
There's nothing special about this failure.,neutral,0.47661006450653076
There's nothing special about this challenge.,neutral,0.8807106018066406
the past is just normal.,neutral,0.9103457927703857
I'm thinking about my friends.,neutral,0.46817559003829956
this challenge is just normal.,neutral,0.9244254231452942
this memory is just normal.,neutral,0.9350992441177368
this movie is just normal.,neutral,0.900551438331604
There's nothing special about the weather.,neutral,0.8507704734802246
this moment doesn't affect me much.,neutral,0.8145259618759155
There's nothing special about this conversation.,neutral,0.8214451670646667
this event happened as expected.,neutral,0.4886845648288727
I'm thinking about this conversation.,neutral,0.6738168001174927
this food is just normal.,neutral,0.9313912391662598
the news doesn't affect me much.,neutral,0.44698721170425415
the news doesn't affect me much.,neutral,0.44698721170425415
There's nothing special about the future.,neutral,0.9375726580619812
this book doesn't affect me much.,neutral,0.4855607748031616
the news is just normal.,neutral,0.7002689242362976
this event happened as expected.,neutral,0.4886845648288727
I'm head over heels for this achievement!,neutral,0.2971092760562897
the future is just normal.,neutral,0.9267918467521667
This this food is quite ordinary.,neutral,0.6048673987388611
this gift is just normal.,neutral,0.7440109848976135
the weather is just normal.,neutral,0.7960291504859924
this discovery doesn't affect me much.,neutral,0.8208945393562317
There's nothing special about this challenge.,neutral,0.8807106018066406
this moment doesn't affect me much.,neutral,0.8145259618759155
this conversation happened as expected.,neutral,0.7111818790435791
the future is just normal.,neutral,0.9267918467521667
this realization is just normal.,neutral,0.5590007305145264
There's nothing special about this challenge.,neutral,0.8807106018066406
this movie is just normal.,neutral,0.900551438331604
the weather doesn't affect me much.,neutral,0.6068699955940247
There's nothing special about the past.,neutral,0.9341537356376648
This this decision is quite ordinary.,neutral,0.5496832728385925
this conversation is just normal.,neutral,0.9568950533866882
this event is just normal.,neutral,0.901007890701294
This this conversation is quite ordinary.,neutral,0.6551217436790466
this achievement doesn't affect me much.,neutral,0.7488043308258057
these changes doesn't affect me much.,neutral,0.8298839330673218
This this food is quite ordinary.,neutral,0.6048673987388611
this book is just normal.,neutral,0.9362947940826416
I'm thinking about this memory.,neutral,0.7323592901229858
this conversation is just normal.,neutral,0.9568950533866882
this situation doesn't affect me much.,neutral,0.8061620593070984
this book doesn't affect me much.,neutral,0.4855607748031616
This this conversation is quite ordinary.,neutral,0.6551217436790466
this gift doesn't affect me much.,neutral,0.7761996984481812
the weather doesn't affect me much.,neutral,0.6068699955940247
There's nothing special about my relationship.,neutral,0.7841355800628662
There's nothing special about this movie.,neutral,0.5144524574279785
This the weather is neither good nor bad.,neutral,0.6381794810295105
This the news is quite ordinary.,neutral,0.5057480931282043
this failure is just normal.,neutral,0.46977633237838745
I'm thinking about this situation.,neutral,0.398027628660202
There's nothing special about this event.,neutral,0.7581803798675537
the news is just normal.,neutral,0.7002689242362976
There's nothing special about this place.,neutral,0.6064022779464722
this song is just normal.,neutral,0.8698626160621643
This my job is quite ordinary.,neutral,0.4683661460876465
this event doesn't affect me much.,neutral,0.6762285828590393
this decision happened as expected.,neutral,0.655677318572998
the weather doesn't affect me much.,neutral,0.6068699955940247
This my health is quite ordinary.,neutral,0.5282350778579712
This the future is quite ordinary.,neutral,0.6913420557975769
this achievement doesn't affect me much.,neutral,0.7488043308258057
this situation is just normal.,neutral,0.9101191163063049
this situation doesn't affect me much.,neutral,0.8061620593070984
these changes is just normal.,neutral,0.9192866086959839
the news is just normal.,neutral,0.7002689242362976
This this situation is quite ordinary.,neutral,0.6678784489631653
I'm thinking about this conversation.,neutral,0.6738168001174927
There's nothing special about my friends.,neutral,0.7734394073486328
I'm thinking about this memory.,neutral,0.7323592901229858
There's nothing special about my friends.,neutral,0.7734394073486328
There's nothing special about this movie.,neutral,0.5144524574279785
This the news is neither good nor bad.,neutral,0.424945205450058
this gift is just normal.,neutral,0.7440109848976135
There's nothing special about the weather.,neutral,0.8507704734802246
There's nothing special about this decision.,neutral,0.8285106420516968
I'm head over heels for this challenge!,neutral,0.4474310278892517
This the news is quite ordinary.,neutral,0.5057480931282043
There's nothing special about this gift.,neutral,0.6746363639831543
this decision is just normal.,neutral,0.9294841289520264
There's nothing special about this decision.,neutral,0.8285106420516968
this gift is just normal.,neutral,0.7440109848976135
this conversation doesn't affect me much.,neutral,0.8832718133926392
this decision is just normal.,neutral,0.9294841289520264
this decision happened as expected.,neutral,0.655677318572998
the weather is just normal.,neutral,0.7960291504859924
this movie happened as expected.,neutral,0.43602561950683594
this book doesn't affect me much.,neutral,0.4855607748031616
There's nothing special about these changes.,neutral,0.8077390789985657
I'm thinking about the news.,neutral,0.5503833889961243
This this conversation is quite ordinary.,neutral,0.6551217436790466
This my relationship is quite ordinary.,neutral,0.6788064241409302
There's nothing special about this event.,neutral,0.7581803798675537
this movie doesn't affect me much.,neutral,0.56978440284729
This the weather is quite ordinary.,neutral,0.5941120386123657
This the future is neither good nor bad.,neutral,0.5236170291900635
There's nothing special about my health.,neutral,0.8298311829566956
the news doesn't affect me much.,neutral,0.44698721170425415
this decision happened as expected.,neutral,0.655677318572998
this conversation is just normal.,neutral,0.9568950533866882
this conversation happened as expected.,neutral,0.7111818790435791
I'm thinking about these changes.,neutral,0.8334382772445679
this food is just normal.,neutral,0.9313912391662598
This the future is neither good nor bad.,neutral,0.5236170291900635
this food happened as expected.,neutral,0.711708128452301
this place is just normal.,neutral,0.8271459341049194
this place happened as expected.,neutral,0.5588750243186951
I'm head over heels for this challenge!,neutral,0.4474310278892517
There's nothing special about my friends.,neutral,0.7734394073486328
this book is just normal.,neutral,0.9362947940826416
This my job is quite ordinary.,neutral,0.4683661460876465
this decision happened as expected.,neutral,0.655677318572998
I'm thinking about this memory.,neutral,0.7323592901229858
this event doesn't affect me much.,neutral,0.6762285828590393
this book doesn't affect me much.,neutral,0.4855607748031616
I'm thinking about this conversation.,neutral,0.6738168001174927
There's nothing special about these changes.,neutral,0.8077390789985657
this conversation doesn't affect me much.,neutral,0.8832718133926392
these changes doesn't affect me much.,neutral,0.8298839330673218
I'm thinking about this memory.,neutral,0.7323592901229858
this achievement doesn't affect me much.,neutral,0.7488043308258057
this place is just normal.,neutral,0.8271459341049194
There's nothing special about this challenge.,neutral,0.8807106018066406
this conversation happened as expected.,neutral,0.7111818790435791
There's nothing special about this gift.,neutral,0.6746363639831543
There's nothing special about this book.,neutral,0.6643646955490112
There's nothing special about these changes.,neutral,0.8077390789985657
this discovery is just normal.,neutral,0.7667030096054077
This my relationship is quite ordinary.,neutral,0.6788064241409302
the future is just normal.,neutral,0.9267918467521667
sentence,predicted_emotion,confidence
This the past has left me heartbroken.,sadness,0.9850708246231079
I'm overwhelmed with sorrow about this food.,sadness,0.6843550801277161
My heart aches because of this failure.,sadness,0.9511446356773376
I'm overwhelmed with sorrow about this movie.,sadness,0.7598693370819092
This the future has me feeling blue.,sadness,0.9384061694145203
I'm feeling so down about this place...,sadness,0.9754659533500671
I can't stop crying about this memory.,sadness,0.8577601909637451
My heart aches because of this challenge.,sadness,0.947903573513031
This my friends has left me heartbroken.,sadness,0.9870612621307373
the news is making me feel so lonely.,sadness,0.9875825047492981
I'm grieving over this book.,sadness,0.9856951832771301
This the future has left me heartbroken.,sadness,0.9859532117843628
This this failure has left me heartbroken.,sadness,0.98592209815979
Tears won't stop falling because of these changes.,sadness,0.7134963870048523
I can't stop crying about this achievement.,sadness,0.5829797387123108
I'm feeling so down about this situation...,sadness,0.9772914052009583
I'm overwhelmed with sorrow about this achievement.,sadness,0.767549455165863
this food is making me feel so lonely.,sadness,0.9759101867675781
I'm feeling so down about these changes...,sadness,0.9752691388130188
This this moment has left me heartbroken.,sadness,0.987080991268158
This this event has left me heartbroken.,sadness,0.9873408675193787
My heart aches because of this moment.,sadness,0.9458227753639221
my relationship doesn't affect me much.,sadness,0.7760262489318848
This this failure has me feeling blue.,sadness,0.9657729268074036
This this decision has left me heartbroken.,sadness,0.9874188303947449
I can't stop crying about this decision.,sadness,0.9219615459442139
I'm overwhelmed with sorrow about my relationship.,sadness,0.5820407271385193
the future is making me feel so lonely.,sadness,0.983095109462738
This this song has me feeling blue.,sadness,0.9230429530143738
I'm overwhelmed with sorrow about this memory.,sadness,0.7623533606529236
I'm overwhelmed with sorrow about this moment.,sadness,0.7789069414138794
My love for my finances knows no bounds.,sadness,0.516485869884491
this achievement is making me feel so lonely.,sadness,0.9824981093406677
I can't stop crying about this decision.,sadness,0.9219615459442139
I'm grieving over my friends.,sadness,0.9830183982849121
this failure happened as expected.,sadness,0.34599095582962036
Tears won't stop falling because of my relationship.,sadness,0.8728339672088623
This the weather has me feeling blue.,sadness,0.9306912422180176
This this discovery has me feeling blue.,sadness,0.8850218653678894
My soul is filled with love because of the weather.,sadness,0.8453593254089355
this food is making me feel so lonely.,sadness,0.9759101867675781
I'm grieving over my friends.,sadness,0.9830183982849121
This this situation has left me heartbroken.,sadness,0.986686110496521
my health doesn't affect me much.,sadness,0.8798161745071411
This this song has me feeling blue.,sadness,0.9230429530143738
I'm feeling so down about this opportunity...,sadness,0.9844273924827576
I'm grieving over my friends.,sadness,0.9830183982849121
This this realization has me feeling blue.,sadness,0.8553231954574585
This this conversation has left me heartbroken.,sadness,0.9866989850997925
This the past has me feeling blue.,sadness,0.9523254036903381
This my job has left me heartbroken.,sadness,0.9882489442825317
My heart aches because of my relationship.,sadness,0.9682130813598633
Tears won't stop falling because of my job.,sadness,0.9051652550697327
Tears won't stop falling because of this place.,sadness,0.7370864152908325
Tears won't stop falling because of the past.,sadness,0.7242333889007568
I'm feeling so down about this challenge...,sadness,0.98468416929245
I'm grieving over my finances.,sadness,0.9800835847854614
I'm overwhelmed with sorrow about this book.,sadness,0.7213475108146667
I can't stop crying about this discovery.,sadness,0.8438144326210022
I'm grieving over this discovery.,sadness,0.9842615127563477
this place is making me feel so lonely.,sadness,0.9794107675552368
I'm grieving over the past.,sadness,0.9788249135017395
I'm feeling so down about this failure...,sadness,0.9819322824478149
this realization is making me feel so lonely.,sadness,0.9803063869476318
My heart aches because of the past.,sadness,0.9433392286300659
This my job has left me heartbroken.,sadness,0.9882489442825317
Tears won't stop falling because of this place.,sadness,0.7370864152908325
the news is making me feel so lonely.,sadness,0.9875825047492981
I'm grieving over this achievement.,sadness,0.9839297533035278
the news is making me feel so lonely.,sadness,0.9875825047492981
I can't stop crying about my friends.,sadness,0.9702198505401611
This this memory has left me heartbroken.,sadness,0.9839553236961365
My heart aches because of this failure.,sadness,0.9511446356773376
I'm grieving over this decision.,sadness,0.9822832942008972
Tears won't stop falling because of this memory.,sadness,0.8077362179756165
This this failure has left me heartbroken.,sadness,0.98592209815979
This my health has left me heartbroken.,sadness,0.9880998134613037
This this situation has left me heartbroken.,sadness,0.986686110496521
I'm overwhelmed with sorrow about this memory.,sadness,0.7623533606529236
I'm grieving over the past.,sadness,0.9788249135017395
I'm grieving over my finances.,sadness,0.9800835847854614
This the weather has me feeling blue.,sadness,0.9306912422180176
my finances doesn't affect me much.,sadness,0.8930540084838867
My heart aches because of this place.,sadness,0.9553544521331787
My heart aches because of this decision.,sadness,0.9550383687019348
the weather is making me feel so lonely.,sadness,0.9873215556144714
This this book has left me heartbroken.,sadness,0.9878038167953491
My soul is filled with love because of the news.,sadness,0.9454946517944336
this surprise is making me feel so lonely.,sadness,0.8753332495689392
This this conversation has me feeling blue.,sadness,0.8973085284233093
I'm grieving over this book.,sadness,0.9856951832771301
my health doesn't affect me much.,sadness,0.8798161745071411
I'm grieving over this situation.,sadness,0.9820047616958618
My heart aches because of this gift.,sadness,0.9600188136100769
Tears won't stop falling because of this achievement.,sadness,0.8298088908195496
I can't stop crying about the past.,sadness,0.8820345401763916
my relationship doesn't affect me much.,sadness,0.7760262489318848
I'm overwhelmed with sorrow about this failure.,sadness,0.8325417041778564
My heart aches because of this food.,sadness,0.923682689666748
This this opportunity has me feeling blue.,sadness,0.8366487622261047
My heart aches because of this moment.,sadness,0.9458227753639221
my friends doesn't affect me much.,sadness,0.6718350052833557
this achievement is making me feel so lonely.,sadness,0.9824981093406677
this achievement is making me feel so lonely.,sadness,0.9824981093406677
this song is making me feel so lonely.,sadness,0.9817237854003906
Tears won't stop falling because of this situation.,sadness,0.7828617691993713
this decision is making me feel so lonely.,sadness,0.9799041748046875
I can't stop crying about this situation.,sadness,0.8252795934677124
This my finances has me feeling blue.,sadness,0.9097526669502258
Tears won't stop falling because of my relationship.,sadness,0.8728339672088623
My heart aches because of this movie.,sadness,0.9650483131408691
the weather is making me feel so lonely.,sadness,0.9873215556144714
this decision is making me feel so lonely.,sadness,0.9799041748046875
My love for my finances knows no bounds.,sadness,0.516485869884491
this place is making me feel so lonely.,sadness,0.9794107675552368
my finances doesn't affect me much.,sadness,0.8930540084838867
I can't stop crying about the weather.,sadness,0.9509423971176147
This this opportunity has left me heartbroken.,sadness,0.9881986379623413
This this achievement has me feeling blue.,sadness,0.8826996088027954
This these changes has left me heartbroken.,sadness,0.9870147705078125
Tears won't stop falling because of my finances.,sadness,0.912544846534729
Tears won't stop falling because of the weather.,sadness,0.8911266326904297
This this song has left me heartbroken.,sadness,0.9871928691864014
Tears won't stop falling because of my finances.,sadness,0.912544846534729
This the weather has left me heartbroken.,sadness,0.9872053861618042
This the weather has left me heartbroken.,sadness,0.9872053861618042
this opportunity is making me feel so lonely.,sadness,0.9820152521133423
This this decision has left me heartbroken.,sadness,0.9874188303947449
This the weather has left me heartbroken.,sadness,0.9872053861618042
this challenge is making me feel so lonely.,sadness,0.9833252429962158
this memory is making me feel so lonely.,sadness,0.9770931005477905
I'm grieving over the past.,sadness,0.9788249135017395
I can't stop crying about this realization.,sadness,0.840827226638794
My heart aches because of my friends.,sadness,0.9769371747970581
I can't stop crying about this decision.,sadness,0.9219615459442139
I can't stop crying about this movie.,sadness,0.9110435843467712
I'm overwhelmed with sorrow about this memory.,sadness,0.7623533606529236
This this movie has me feeling blue.,sadness,0.9247809052467346
I can't stop crying about my relationship.,sadness,0.9623122811317444
This the weather has me feeling blue.,sadness,0.9306912422180176
I'm overwhelmed with sorrow about this situation.,sadness,0.770540714263916
this situation is making me feel so lonely.,sadness,0.9799450635910034
I'm grieving over my finances.,sadness,0.9800835847854614
My soul is filled with love because of my job.,sadness,0.6694520711898804
I'm overwhelmed with sorrow about this realization.,sadness,0.6071572303771973
I'm feeling so down about my friends...,sadness,0.9883274435997009
this challenge is making me feel so lonely.,sadness,0.9833252429962158
I can't stop crying about my family.,sadness,0.977525532245636
I'm grieving over my relationship.,sadness,0.9813242554664612
I'm grieving over this realization.,sadness,0.9792987108230591
My heart aches because of this challenge.,sadness,0.947903573513031
My heart aches because of my friends.,sadness,0.9769371747970581
I'm grieving over my job.,sadness,0.9824375510215759
My soul is filled with love because of the news.,sadness,0.9454946517944336
my health is making me feel so lonely.,sadness,0.9903500080108643
this achievement is making me feel so lonely.,sadness,0.9824981093406677
I can't stop crying about this opportunity.,sadness,0.4182003438472748
I'm grieving over my finances.,sadness,0.9800835847854614
I feel such deep love for this failure.,sadness,0.915303647518158
Tears won't stop falling because of the weather.,sadness,0.8911266326904297
this gift is making me feel so lonely.,sadness,0.9839453101158142
This this achievement has left me heartbroken.,sadness,0.9879000186920166
I can't stop crying about the weather.,sadness,0.9509423971176147
this gift is making me feel so lonely.,sadness,0.9839453101158142
I'm overwhelmed with sorrow about this moment.,sadness,0.7789069414138794
I'm overwhelmed with sorrow about this discovery.,sadness,0.42338061332702637
Tears won't stop falling because of this event.,sadness,0.7495557069778442
My heart aches because of this failure.,sadness,0.9511446356773376
This my family has me feeling blue.,sadness,0.6594230532646179
I'm overwhelmed with sorrow about this gift.,sadness,0.6695584654808044
I can't stop crying about this moment.,sadness,0.8554904460906982
I'm feeling so down about my friends...,sadness,0.9883274435997009
my relationship is making me feel so lonely.,sadness,0.9912061095237732
I'm overwhelmed with sorrow about this realization.,sadness,0.6071572303771973
this realization is making me feel so lonely.,sadness,0.9803063869476318
the news is making me feel so lonely.,sadness,0.9875825047492981
I feel such deep love for this failure.,sadness,0.915303647518158
This this gift has me feeling blue.,sadness,0.8721636533737183
the weather is making me feel so lonely.,sadness,0.9873215556144714
I can't stop crying about my friends.,sadness,0.9702198505401611
I'm grieving over this realization.,sadness,0.9792987108230591
I'm grieving over these changes.,sadness,0.9781067967414856
I'm overwhelmed with sorrow about this food.,sadness,0.6843550801277161
these changes is making me feel so lonely.,sadness,0.9750644564628601
I'm grieving over this place.,sadness,0.9823837280273438
This these changes has left me heartbroken.,sadness,0.9870147705078125
Tears won't stop falling because of this moment.,sadness,0.7860585451126099
I'm feeling so down about my relationship...,sadness,0.9812854528427124
I can't stop crying about this memory.,sadness,0.8577601909637451
Tears won't stop falling because of this food.,sadness,0.5032622218132019
I can't stop crying about the past.,sadness,0.8820345401763916
Tears won't stop falling because of this book.,sadness,0.7973082661628723
I can't stop crying about my health.,sadness,0.9484135508537292
This this moment has left me heartbroken.,sadness,0.987080991268158
the future is making me feel so lonely.,sadness,0.983095109462738
I feel such deep love for this failure.,sadness,0.915303647518158
my family is making me feel so lonely.,sadness,0.99068683385849
